customer_id,signup_date,region
2329,2023-04-14,South
2330,2023-04-28,West
2331,2023-01-05,West
2332,2023-12-26,North
2333,2023-09-05,South
2334,2023-12-30,North
2335,2023-11-17,North
2336,2023-05-01,South
2337,2023-10-13,North
2338,2023-05-29,South
2339,2023-03-25,South
2340,2023-08-19,North
2341,2023-10-15,East
2342,2023-06-10,North
2343,2023-09-29,West
2344,2023-02-07,North
2345,2023-08-14,South
2346,2023-05-22,West
2347,2023-10-19,South
2348,2023-05-31,East
2349,2023-04-24,East
2350,2023-08-25,West
2351,2023-03-07,East
2352,2023-12-27,East
2353,2023-12-07,North
2354,2023-09-15,North
2355,2023-09-06,East
2356,2023-11-27,East
2357,2023-11-19,North
2358,2023-06-29,East
2359,2023-07-09,East
2360,2023-06-03,South
2361,2023-07-15,East
2362,2023-11-07,West
2363,2023-09-19,South
2364,2023-05-23,West
2365,2023-12-08,East
2366,2023-11-12,North
2367,2023-04-11,South
2368,2023-09-01,North
2369,2023-01-12,South
2370,2023-08-27,North
2371,2023-02-18,South
2372,2023-02-11,South
2373,2023-06-15,West
2374,2023-03-23,North
2375,2023-10-18,West
2376,2023-06-07,West
2377,2023-08-04,North
2378,2023-06-07,South
2379,2023-05-14,West
2380,2023-03-08,North
2381,2023-12-02,South
2382,2023-01-07,West
2383,2023-01-14,West
2384,2023-03-14,West
2385,2023-06-12,South
2386,2023-03-07,West
2387,2023-12-13,South
2388,2023-05-10,East
2389,2023-07-25,West
2390,2023-10-03,East
2391,2023-09-13,North
2392,2023-09-23,West
2393,2023-01-25,North
2394,2023-10-08,North
2395,2023-09-10,North
2396,2023-11-06,East
2397,2023-10-16,South
2398,2023-06-13,East
2399,2023-04-05,East
2400,2023-09-27,North
2401,2023-11-17,West
2402,2023-04-20,South
2403,2023-12-02,North
2404,2023-11-06,South
2405,2023-08-26,East
2406,2023-01-25,South
2407,2023-05-21,South
2408,2023-04-27,West
2409,2023-01-25,North
2410,2023-03-20,South
2411,2023-03-09,South
2412,2023-06-22,East
2413,2023-01-12,East
2414,2023-10-15,South
2415,2023-05-08,North
2416,2023-04-06,South
2417,2023-04-02,South
2418,2023-05-21,West
2419,2023-01-31,North
2420,2023-11-30,West
2421,2023-01-20,North
2422,2023-05-26,North
2423,2023-11-12,North
2424,2023-06-09,West
2425,2023-12-15,West
2426,2023-02-12,West
2427,2023-09-11,East
2428,2023-05-10,West
2429,2023-03-01,East
2430,2023-05-31,East
2431,2023-10-14,East
2432,2023-01-05,South
2433,2023-09-23,South
2434,2023-12-11,South
2435,2023-05-10,East
2436,2023-09-24,East
2437,2023-06-27,North
2438,2023-09-10,East
2439,2023-02-25,South
2440,2023-03-24,East
2441,2023-04-09,East
2442,2023-05-29,North
2443,2023-11-25,East
2444,2023-06-05,West
2445,2023-07-09,North
2446,2023-09-20,East
2447,2023-03-21,East
2448,2023-09-09,North
2449,2023-04-07,East
2450,2023-09-17,South
2451,2023-09-17,West
2452,2023-04-13,West
2453,2023-02-09,South
2454,2023-09-30,East
2455,2023-04-11,East
2456,2023-12-25,West
2457,2023-11-04,East
2458,2023-08-09,West
2459,2023-11-04,West
2460,2023-05-04,South
2461,2023-08-19,West
2462,2023-06-27,East
2463,2023-03-04,East
2464,2023-04-26,North
2465,2023-07-10,East
2466,2023-03-03,North
2467,2023-09-13,West
2468,2023-01-07,East
2469,2023-06-04,South
2470,2023-04-02,South
2471,2023-01-14,South
2472,2023-08-17,West
2473,2023-03-27,West
2474,2023-05-13,North
2475,2023-07-02,South
2476,2023-03-03,North
2477,2023-08-07,North
2478,2023-09-03,East
2479,2023-08-18,East
2480,2023-03-20,South
2481,2023-05-29,West
2482,2023-05-18,East
2483,2023-11-10,West
2484,2023-03-06,North
2485,2023-01-13,North
2486,2023-08-01,North
2487,2023-08-30,North
2488,2023-08-01,South
2489,2023-06-30,North
2490,2023-12-04,East
2491,2023-06-22,North
2492,2023-06-09,West
2493,2023-06-13,East
2494,2023-07-07,West
2495,2023-07-10,West
2496,2023-11-04,South
2497,2023-09-13,South
2498,2023-07-02,West
2499,2023-04-27,West
2500,2023-10-09,North
2501,2023-07-15,East
2502,2023-02-03,North
2503,2023-02-21,South
2504,2023-04-22,South
2505,2023-09-09,North
2506,2023-03-23,East
2507,2023-08-20,West
2508,2023-08-15,North
2509,2023-08-21,South
2510,2023-08-09,East
2511,2023-02-11,South
2512,2023-01-21,East
2513,2023-02-11,East
2514,2023-04-23,East
2515,2023-04-15,North
2516,2023-07-11,North
2517,2023-01-17,North
2518,2023-04-30,East
2519,2023-05-09,East
2520,2023-05-10,South
2521,2023-03-01,West
2522,2023-02-17,North
2523,2023-01-29,East
2524,2023-04-07,South
2525,2023-01-10,South
2526,2023-08-30,South
2527,2023-11-10,North
2528,2023-08-20,North
2529,2023-10-04,West
2530,2023-10-11,South
2531,2023-07-22,North
2532,2023-09-04,South
2533,2023-10-17,East
2534,2023-09-21,South
2535,2023-08-02,West
2536,2023-07-19,North
2537,2023-03-20,East
2538,2023-12-09,North
2539,2023-12-10,East
2540,2023-06-22,South
2541,2023-03-10,South
2542,2023-03-28,West
2543,2023-04-11,West
2544,2023-01-08,East
2545,2023-11-29,West
2546,2023-07-19,West
2547,2023-03-28,West
2548,2023-02-12,West
2549,2023-04-19,South
2550,2023-06-01,West
2551,2023-01-17,South
2552,2023-05-13,South
2553,2023-05-28,North
2554,2023-10-04,South
2555,2023-08-20,South
2556,2023-11-10,West
2557,2023-08-16,South
2558,2023-05-19,East
2559,2023-07-30,West
2560,2023-01-28,West
2561,2023-02-20,West
2562,2023-09-18,North
2563,2023-09-18,West
2564,2023-12-16,South
2565,2023-12-18,East
2566,2023-01-08,West
2567,2023-11-16,West
2568,2023-05-18,East
2569,2023-02-07,West
2570,2023-04-21,North
2571,2023-08-08,South
2572,2023-12-03,East
2573,2023-08-11,East
2574,2023-05-16,North
2575,2023-09-13,South
2576,2023-12-26,North
2577,2023-11-25,South
2578,2023-02-18,North
2579,2023-10-19,West
2580,2023-11-20,North
2581,2023-03-19,East
2582,2023-04-15,East
2583,2023-06-18,East
2584,2023-08-05,North
2585,2023-04-29,East
2586,2023-07-09,East
2587,2023-09-12,West
2588,2023-09-23,West
2589,2023-05-29,South
2590,2023-06-13,South
2591,2023-05-20,South
2592,2023-12-13,North
2593,2023-09-15,South
2594,2023-09-26,North
2595,2023-06-30,North
2596,2023-06-09,South
2597,2023-12-17,South
2598,2023-10-15,North
2599,2023-10-15,West
2600,2023-08-14,East
2601,2023-01-11,East
2602,2023-01-10,East
2603,2023-09-28,West
2604,2023-09-30,North
2605,2023-07-02,South
2606,2023-06-02,North
2607,2023-11-11,North
2608,2023-11-30,South
2609,2023-05-04,West
2610,2023-04-24,East
2611,2023-10-05,East
2612,2023-08-01,North
2613,2023-06-21,West
2614,2023-10-15,East
2615,2023-06-23,West
2616,2023-04-23,South
2617,2023-05-02,North
2618,2023-02-01,North
2619,2023-08-10,West
2620,2023-04-29,East
2621,2023-02-08,West
2622,2023-09-25,South
2623,2023-08-21,East
2624,2023-01-18,East
2625,2023-05-29,West
2626,2023-05-29,South
2627,2023-05-06,East
2628,2023-10-29,North
2629,2023-12-26,South
2630,2023-08-26,East
2631,2023-05-15,West
2632,2023-05-31,East
2633,2023-08-24,North
2634,2023-08-12,South
2635,2023-07-22,East
2636,2023-09-13,North
2637,2023-03-27,East
2638,2023-05-30,East
2639,2023-08-23,South
2640,2023-12-11,West
2641,2023-01-22,West
2642,2023-12-14,North
2643,2023-10-12,North
2644,2023-09-26,North
2645,2023-09-15,South
2646,2023-01-29,West
2647,2023-08-01,North
2648,2023-10-10,North
2649,2023-02-19,East
2650,2023-04-05,East
2651,2023-03-29,North
2652,2023-02-13,East
2653,2023-10-05,East
2654,2023-06-20,East
2655,2023-07-08,South
2656,2023-12-19,North
2657,2023-07-03,North
2658,2023-01-03,East
2659,2023-07-10,South
2660,2023-04-28,East
2661,2023-01-19,South
2662,2023-01-23,North
2663,2023-01-30,East
2664,2023-10-22,North
2665,2023-04-18,South
2666,2023-10-08,West
2667,2023-05-08,South
2668,2023-08-17,West
2669,2023-04-21,North
2670,2023-05-16,North
2671,2023-12-28,East
2672,2023-07-05,West
2673,2023-05-24,South
2674,2023-03-13,North
2675,2023-05-09,West
2676,2023-12-30,South
2677,2023-09-18,West
2678,2023-01-03,South
2679,2023-04-14,South
2680,2023-08-12,South
2681,2023-11-16,South
2682,2023-12-28,West
2683,2023-12-20,West
2684,2023-01-10,East
2685,2023-10-29,West
2686,2023-08-19,West
2687,2023-08-07,East
2688,2023-03-07,West
2689,2023-04-22,South
2690,2023-01-13,North
2691,2023-03-27,North
2692,2023-08-22,East
2693,2023-03-31,West
2694,2023-11-10,West
2695,2023-02-23,East
2696,2023-01-12,North
2697,2023-07-28,South
2698,2023-01-14,West
2699,2023-05-01,East
2700,2023-01-20,South
2701,2023-03-16,East
2702,2023-08-31,East
2703,2023-08-11,East
2704,2023-03-11,North
2705,2023-11-08,North
2706,2023-07-30,East
2707,2023-04-11,West
2708,2023-07-05,South
2709,2023-05-12,West
2710,2023-04-21,North
2711,2023-05-12,South
2712,2023-01-20,East
2713,2023-01-24,West
2714,2023-08-15,West
2715,2023-06-03,East
2716,2023-10-20,West
2717,2023-08-18,North
2718,2023-11-06,East
2719,2023-12-25,West
2720,2023-07-21,East
2721,2023-02-07,South
2722,2023-09-17,East
2723,2023-07-07,West
2724,2023-02-26,North
2725,2023-01-20,East
2726,2023-09-30,East
2727,2023-04-29,West
2728,2023-03-12,North
2729,2023-01-04,North
2730,2023-08-09,South
2731,2023-01-14,South
2732,2023-01-03,West
2733,2023-08-04,North
2734,2023-08-17,North
2735,2023-12-02,South
2736,2023-07-05,South
2737,2023-02-24,West
2738,2023-09-11,North
2739,2023-01-24,East
2740,2023-06-11,South
2741,2023-06-07,West
2742,2023-03-23,North
2743,2023-06-08,North
2744,2023-07-07,South
2745,2023-03-01,West
2746,2023-11-01,East
2747,2023-11-15,South
2748,2023-07-30,West
2749,2023-06-01,North
2750,2023-04-19,East
2751,2023-03-17,West
2752,2023-01-30,East
2753,2023-11-10,West
2754,2023-04-27,West
2755,2023-12-22,West
2756,2023-07-11,West
2757,2023-01-19,East
2758,2023-06-22,South
2759,2023-08-16,East
2760,2023-12-16,West
2761,2023-07-02,East
2762,2023-04-23,East
2763,2023-07-02,East
2764,2023-05-26,West
2765,2023-11-15,East
2766,2023-04-26,North
2767,2023-04-23,West
2768,2023-09-08,East
2769,2023-09-08,North
2770,2023-10-30,East
2771,2023-11-09,South
2772,2023-04-28,East
2773,2023-10-28,East
2774,2023-06-10,South
2775,2023-07-17,West
2776,2023-09-17,South
2777,2023-05-28,West
2778,2023-08-28,South
2779,2023-02-16,East
2780,2023-07-17,East
2781,2023-02-16,West
2782,2023-03-19,West
2783,2023-05-04,North
2784,2023-03-16,North
2785,2023-12-25,East
2786,2023-05-17,East
2787,2023-03-31,North
2788,2023-11-21,North
2789,2023-03-02,West
2790,2023-05-18,South
2791,2023-02-19,West
2792,2023-09-16,North
2793,2023-04-17,East
2794,2023-04-23,North
2795,2023-12-16,East
2796,2023-09-11,East
2797,2023-04-28,East
2798,2023-07-17,East
2799,2023-12-03,South
2800,2023-12-31,North
2801,2023-02-20,West
2802,2023-09-02,East
2803,2023-02-04,East
2804,2023-10-29,West
2805,2023-03-10,West
2806,2023-12-15,East
2807,2023-11-16,West
2808,2023-02-18,West
2809,2023-03-15,South
2810,2023-07-11,West
2811,2023-09-18,North
2812,2023-12-22,North
2813,2023-03-11,North
2814,2023-03-31,East
2815,2023-09-17,North
2816,2023-05-06,South
2817,2023-08-19,North
2818,2023-10-22,East
2819,2023-05-09,South
2820,2023-10-07,North
2821,2023-11-09,South
2822,2023-04-10,South
2823,2023-11-22,East
2824,2023-10-24,East
2825,2023-07-01,South
2826,2023-06-23,North
2827,2023-11-12,East
2828,2023-12-30,South
2829,2023-07-07,West
2830,2023-02-26,West
2831,2023-01-31,East
2832,2023-03-25,North
2833,2023-06-01,West
2834,2023-02-05,West
2835,2023-08-01,West
2836,2023-12-30,North
2837,2023-04-16,North
2838,2023-12-08,East
2839,2023-08-08,East
2840,2023-06-12,West
2841,2023-08-08,North
2842,2023-09-27,South
2843,2023-04-30,West
2844,2023-12-02,East
2845,2023-07-01,North
2846,2023-04-16,East
2847,2023-08-05,East
2848,2023-07-24,North
2849,2023-03-11,West
2850,2023-02-13,North
2851,2023-11-25,West
2852,2023-10-28,East
2853,2023-08-16,North
2854,2023-07-03,South
2855,2023-04-17,West
2856,2023-03-25,South
2857,2023-12-04,West
2858,2023-09-07,North
2859,2023-12-29,South
2860,2023-01-21,North
2861,2023-07-15,West
2862,2023-06-27,West
2863,2023-01-07,West
2864,2023-03-11,West
2865,2023-05-07,East
2866,2023-06-09,West
2867,2023-09-05,South
2868,2023-07-22,West
2869,2023-05-28,North
2870,2023-05-23,East
2871,2023-07-18,South
2872,2023-06-03,East
2873,2023-05-22,East
2874,2023-11-09,East
2875,2023-06-14,North
2876,2023-11-10,East
2877,2023-01-21,East
2878,2023-03-23,West
2879,2023-03-10,North
2880,2023-05-11,South
2881,2023-03-28,South
2882,2023-08-06,South
2883,2023-11-01,North
2884,2023-12-11,South
2885,2023-12-07,North
2886,2023-06-10,West
2887,2023-06-27,West
2888,2023-04-27,North
2889,2023-07-15,South
2890,2023-11-23,North
2891,2023-03-27,North
2892,2023-10-16,East
2893,2023-03-22,North
2894,2023-06-01,East
2895,2023-03-02,West
2896,2023-03-02,East
2897,2023-12-20,North
2898,2023-01-28,West
2899,2023-02-12,East
2900,2023-06-18,North
2901,2023-03-27,West
2902,2023-06-26,East
2903,2023-01-17,North
2904,2023-04-08,North
2905,2023-07-17,South
2906,2023-04-08,South
2907,2023-03-06,East
2908,2023-11-26,East
2909,2023-12-07,East
2910,2023-01-05,North
2911,2023-01-02,East
2912,2023-01-22,North
2913,2023-04-22,East
2914,2023-02-26,North
2915,2023-03-07,North
2916,2023-11-26,South
2917,2023-04-08,West
2918,2023-05-24,North
2919,2023-05-05,East
2920,2023-06-16,South
2921,2023-03-27,East
2922,2023-03-17,East
2923,2023-12-10,North
2924,2023-10-21,North
2925,2023-02-28,West
2926,2023-05-18,North
2927,2023-04-09,North
2928,2023-07-11,West
2929,2023-08-31,East
2930,2023-11-15,West
2931,2023-02-18,West
2932,2023-02-01,West
2933,2023-10-04,South
2934,2023-01-20,East
2935,2023-06-03,South
2936,2023-03-09,South
2937,2023-08-02,North
2938,2023-05-23,West
2939,2023-08-20,West
2940,2023-08-01,South
2941,2023-03-20,North
2942,2023-08-02,North
2943,2023-04-26,North
2944,2023-04-02,East
2945,2023-09-27,South
2946,2023-06-17,East
2947,2023-02-27,North
2948,2023-10-11,North
2949,2023-01-26,North
2950,2023-03-07,West
2951,2023-09-05,South
2952,2023-09-11,West
2953,2023-02-13,East
2954,2023-04-07,West
2955,2023-02-11,South
2956,2023-08-15,West
2957,2023-09-19,North
2958,2023-06-16,East
2959,2023-10-06,East
2960,2023-03-30,North
2961,2023-06-27,North
2962,2023-07-16,North
2963,2023-11-03,South
2964,2023-09-24,West
2965,2023-09-25,East
2966,2023-03-15,West
2967,2023-01-08,North
2968,2023-10-24,North
2969,2023-06-13,West
2970,2023-03-26,East
2971,2023-03-13,South
2972,2023-02-24,West
2973,2023-02-16,North
2974,2023-08-26,North
2975,2023-04-14,South
2976,2023-07-29,West
2977,2023-02-11,South
2978,2023-11-12,South
2979,2023-09-25,East
2980,2023-09-20,East
2981,2023-12-02,North
2982,2023-12-31,West
2983,2023-09-16,East
2984,2023-10-10,North
2985,2023-04-24,West
2986,2023-12-29,North
2987,2023-02-09,East
2988,2023-08-08,North
2989,2023-05-09,West
2990,2023-01-08,West
2991,2023-04-11,North
2992,2023-06-25,West
2993,2023-04-17,North
2994,2023-04-11,West
2995,2023-09-17,North
2996,2023-09-03,North
2997,2023-10-02,North
2998,2023-02-01,South
2999,2023-05-17,West
3000,2023-01-12,East
3001,2023-10-29,North
3002,2023-01-16,South
3003,2023-05-09,East
3004,2023-03-04,North
3005,2023-04-19,East
3006,2023-01-21,South
3007,2023-06-07,East
3008,2023-09-26,North
3009,2023-06-11,East
3010,2023-09-17,East
3011,2023-04-12,North
3012,2023-08-11,South
3013,2023-02-28,South
3014,2023-09-04,East
3015,2023-05-08,West
3016,2023-10-10,East
3017,2023-11-21,West
3018,2023-01-25,East
3019,2023-05-11,South
3020,2023-12-19,East
3021,2023-07-15,East
3022,2023-10-08,West
3023,2023-06-03,South
3024,2023-05-13,West
3025,2023-08-15,East
3026,2023-07-08,North
3027,2023-09-22,East
3028,2023-05-14,East
3029,2023-07-30,West
3030,2023-03-01,North
3031,2023-12-30,North
3032,2023-12-30,West
3033,2023-08-01,South
3034,2023-08-04,North
3035,2023-08-14,North
3036,2023-05-11,West
3037,2023-03-17,South
3038,2023-10-13,South
3039,2023-10-04,East
3040,2023-06-05,East
3041,2023-09-05,West
3042,2023-08-06,South
3043,2023-07-09,West
3044,2023-06-12,East
3045,2023-06-29,West
3046,2023-02-03,West
3047,2023-02-10,North
3048,2023-11-03,North
3049,2023-12-04,North
3050,2023-11-10,East
3051,2023-03-16,West
3052,2023-10-06,North
3053,2023-06-25,North
3054,2023-05-30,North
3055,2023-09-30,East
3056,2023-11-21,East
3057,2023-04-18,West
3058,2023-05-19,West
3059,2023-12-16,West
3060,2023-09-28,North
3061,2023-12-13,South
3062,2023-10-16,East
3063,2023-07-31,North
3064,2023-09-29,North
3065,2023-03-07,West
3066,2023-09-05,West
3067,2023-06-05,North
3068,2023-02-16,East
3069,2023-07-20,East
3070,2023-05-28,North
3071,2023-05-04,South
3072,2023-01-01,South
3073,2023-09-04,East
3074,2023-12-09,West
3075,2023-05-08,South
3076,2023-07-10,South
3077,2023-03-08,West
3078,2023-01-04,South
3079,2023-10-30,North
3080,2023-10-21,South
3081,2023-05-23,West
3082,2023-07-10,North
3083,2023-01-21,South
3084,2023-08-15,East
3085,2023-11-09,North
3086,2023-04-27,North
3087,2023-10-29,East
3088,2023-05-22,East
3089,2023-02-08,South
3090,2023-12-21,South
3091,2023-09-09,West
3092,2023-11-29,West
3093,2023-07-26,North
3094,2023-07-29,East
3095,2023-04-25,East
3096,2023-08-13,West
3097,2023-05-14,North
3098,2023-09-08,North
3099,2023-08-07,West
3100,2023-04-01,West
3101,2023-12-20,West
3102,2023-02-15,South
3103,2023-02-07,North
3104,2023-05-22,North
3105,2023-04-10,North
3106,2023-11-24,West
3107,2023-07-09,West
3108,2023-02-04,West
3109,2023-05-27,West
3110,2023-01-30,East
3111,2023-11-30,West
3112,2023-03-25,South
3113,2023-10-08,East
3114,2023-12-10,East
3115,2023-09-27,West
3116,2023-06-03,North
3117,2023-04-12,West
3118,2023-08-03,North
3119,2023-05-30,West
3120,2023-03-24,West
3121,2023-04-20,North
3122,2023-10-02,North
3123,2023-07-20,North
3124,2023-10-11,North
3125,2023-06-22,South
3126,2023-11-23,North
3127,2023-07-25,West
3128,2023-03-04,West
3129,2023-03-14,South
3130,2023-09-08,North
3131,2023-05-04,West
3132,2023-05-01,South
3133,2023-10-02,West
3134,2023-04-30,South
3135,2023-11-13,South
3136,2023-06-13,East
3137,2023-10-13,East
3138,2023-09-22,North
3139,2023-11-16,East
3140,2023-06-10,South
3141,2023-11-04,West
3142,2023-03-30,West
3143,2023-05-22,North
3144,2023-07-22,East
3145,2023-11-05,North
3146,2023-08-15,South
3147,2023-11-30,East
3148,2023-08-10,North
3149,2023-02-10,West
3150,2023-07-15,West
3151,2023-03-09,North
3152,2023-09-21,North
3153,2023-01-02,North
3154,2023-12-27,South
3155,2023-05-05,South
3156,2023-04-20,West
3157,2023-03-27,South
3158,2023-04-30,South
3159,2023-05-07,East
3160,2023-09-12,South
3161,2023-07-02,East
3162,2023-01-16,South
3163,2023-03-03,West
3164,2023-06-07,North
3165,2023-09-25,West
3166,2023-02-04,South
3167,2023-09-24,North
3168,2023-03-05,North
3169,2023-02-19,North
3170,2023-09-12,East
3171,2023-05-29,West
3172,2023-11-21,East
3173,2023-10-31,North
3174,2023-10-03,West
3175,2023-12-23,West
3176,2023-06-21,South
3177,2023-07-20,East
3178,2023-11-20,East
3179,2023-02-04,South
3180,2023-08-04,East
3181,2023-03-06,North
3182,2023-01-08,North
3183,2023-10-28,East
3184,2023-12-09,South
3185,2023-11-28,West
3186,2023-03-17,East
3187,2023-06-23,West
3188,2023-02-16,South
3189,2023-01-15,West
3190,2023-12-27,South
3191,2023-05-27,South
3192,2023-01-26,North
3193,2023-11-04,North
3194,2023-04-03,South
3195,2023-08-20,East
3196,2023-01-21,North
3197,2023-11-03,South
3198,2023-02-07,West
3199,2023-10-03,West
3200,2023-06-06,East
3201,2023-06-28,West
3202,2023-05-12,West
3203,2023-11-07,South
3204,2023-12-14,West
3205,2023-01-28,West
3206,2023-09-17,West
3207,2023-03-17,West
3208,2023-03-08,South
3209,2023-12-08,West
3210,2023-07-13,East
3211,2023-06-11,North
3212,2023-12-13,East
3213,2023-12-27,North
3214,2023-09-14,East
3215,2023-03-13,North
3216,2023-03-28,North
3217,2023-09-19,North
3218,2023-08-02,North
3219,2023-06-02,South
3220,2023-07-29,East
3221,2023-03-02,North
3222,2023-09-25,East
3223,2023-09-19,West
3224,2023-08-06,North
3225,2023-10-10,East
3226,2023-05-16,South
3227,2023-12-28,East
3228,2023-04-03,North
3229,2023-04-19,West
3230,2023-08-29,East
3231,2023-12-21,West
3232,2023-05-22,South
3233,2023-10-18,East
3234,2023-08-25,East
3235,2023-12-06,South
3236,2023-11-08,South
3237,2023-06-26,South
3238,2023-05-21,North
3239,2023-07-08,North
3240,2023-02-18,East
3241,2023-10-29,East
3242,2023-07-09,East
3243,2023-05-16,West
3244,2023-02-12,South
3245,2023-12-19,East
3246,2023-03-31,South
3247,2023-10-22,North
3248,2023-12-07,South
3249,2023-09-02,West
3250,2023-07-11,West
3251,2023-11-14,South
3252,2023-04-16,West
3253,2023-12-29,West
3254,2023-11-06,North
3255,2023-08-21,East
3256,2023-09-22,West
3257,2023-12-10,East
3258,2023-02-06,South
3259,2023-11-01,South
3260,2023-02-10,West
3261,2023-01-17,South
3262,2023-12-10,North
3263,2023-10-04,West
3264,2023-11-03,West
3265,2023-02-28,West
3266,2023-07-02,South
3267,2023-02-10,South
3268,2023-02-08,West
3269,2023-07-11,East
3270,2023-09-24,South
3271,2023-05-27,South
3272,2023-11-29,West
3273,2023-05-07,East
3274,2023-02-15,West
3275,2023-02-14,South
3276,2023-01-01,West
3277,2023-06-17,West
3278,2023-04-18,West
3279,2023-01-19,East
3280,2023-11-28,West
3281,2023-03-13,South
3282,2023-04-19,West
3283,2023-09-25,East
3284,2023-08-28,North
3285,2023-10-28,East
3286,2023-03-31,West
3287,2023-04-13,North
3288,2023-09-07,West
3289,2023-01-08,East
3290,2023-06-02,North
3291,2023-12-13,North
3292,2023-06-23,West
3293,2023-12-09,West
3294,2023-06-07,East
3295,2023-08-03,West
3296,2023-06-26,North
3297,2023-06-24,South
3298,2023-12-06,South
3299,2023-12-04,East
3300,2023-05-26,West
3301,2023-11-20,East
3302,2023-06-10,South
3303,2023-05-07,South
3304,2023-03-23,West
3305,2023-05-27,North
3306,2023-08-27,West
3307,2023-03-25,South
3308,2023-04-23,North
3309,2023-08-13,East
3310,2023-11-28,South
3311,2023-08-31,East
3312,2023-05-23,North
3313,2023-02-10,East
3314,2023-09-15,South
3315,2023-10-12,West
3316,2023-04-15,East
3317,2023-07-21,South
3318,2023-11-03,South
3319,2023-11-27,North
3320,2023-09-23,South
3321,2023-07-29,West
3322,2023-02-20,West
3323,2023-04-28,East
3324,2023-07-20,East
3325,2023-02-08,East
3326,2023-01-28,East
3327,2023-09-16,West
3328,2023-03-25,North
3329,2023-06-04,East
3330,2023-04-27,North
3331,2023-01-02,South
3332,2023-04-03,South
3333,2023-06-15,East
3334,2023-12-16,South
3335,2023-10-23,North
3336,2023-09-15,North
3337,2023-03-22,South
3338,2023-09-25,East
3339,2023-08-23,North
3340,2023-11-17,North
3341,2023-11-07,West
3342,2023-10-28,East
3343,2023-12-23,West
3344,2023-08-01,South
3345,2023-03-03,South
3346,2023-02-18,West
3347,2023-05-07,East
3348,2023-08-11,North
3349,2023-10-06,South
3350,2023-10-21,East
3351,2023-10-11,East
3352,2023-10-04,South
3353,2023-04-17,South
3354,2023-05-26,East
3355,2023-04-09,North
3356,2023-03-14,West
3357,2023-05-02,South
3358,2023-01-30,West
3359,2023-07-07,East
3360,2023-12-30,West
3361,2023-12-20,North
3362,2023-10-15,East
3363,2023-07-14,North
3364,2023-06-05,East
3365,2023-06-21,North
3366,2023-12-01,East
3367,2023-02-10,North
3368,2023-03-04,East
3369,2023-01-23,North
3370,2023-12-26,East
3371,2023-03-16,North
3372,2023-02-17,South
3373,2023-06-09,West
3374,2023-11-09,East
3375,2023-04-28,North
3376,2023-04-10,South
3377,2023-06-16,East
3378,2023-10-17,East
3379,2023-06-05,East
3380,2023-01-07,West
3381,2023-07-15,North
3382,2023-02-25,North
3383,2023-11-17,East
3384,2023-07-12,East
3385,2023-02-16,East
3386,2023-05-28,South
3387,2023-10-02,East
3388,2023-06-06,West
3389,2023-07-21,North
3390,2023-05-06,West
3391,2023-11-01,East
3392,2023-10-21,South
3393,2023-03-05,East
3394,2023-11-21,East
3395,2023-06-25,East
3396,2023-04-26,East
3397,2023-07-23,East
3398,2023-11-17,North
3399,2023-01-31,West
3400,2023-04-23,South
3401,2023-12-31,East
3402,2023-11-21,South
3403,2023-12-10,North
3404,2023-03-08,West
3405,2023-03-16,East
3406,2023-02-14,North
3407,2023-09-17,North
3408,2023-06-03,West
3409,2023-06-04,East
3410,2023-12-29,West
3411,2023-08-22,West
3412,2023-02-20,South
3413,2023-11-02,South
3414,2023-09-19,West
3415,2023-11-11,South
3416,2023-05-05,North
3417,2023-09-02,West
3418,2023-01-30,East
3419,2023-05-02,East
3420,2023-05-05,North
3421,2023-02-06,East
3422,2023-06-19,East
3423,2023-05-04,West
3424,2023-12-23,North
3425,2023-02-04,West
3426,2023-03-28,North
3427,2023-05-14,West
3428,2023-07-15,West
3429,2023-10-01,South
3430,2023-07-20,East
3431,2023-10-12,North
3432,2023-03-18,East
3433,2023-02-28,South
3434,2023-05-06,North
3435,2023-04-19,South
3436,2023-08-12,East
3437,2023-10-05,West
3438,2023-03-09,South
3439,2023-03-10,South
3440,2023-06-14,West
3441,2023-11-01,East
3442,2023-06-11,South
3443,2023-12-31,East
3444,2023-12-08,West
3445,2023-11-05,North
3446,2023-12-09,South
3447,2023-02-11,East
3448,2023-12-20,West
3449,2023-04-19,West
3450,2023-02-20,South
3451,2023-09-07,North
3452,2023-12-07,South
3453,2023-01-21,East
3454,2023-10-27,West
3455,2023-05-19,North
3456,2023-12-25,East
3457,2023-11-20,South
3458,2023-04-02,West
3459,2023-10-07,South
3460,2023-05-05,North
3461,2023-04-21,North
3462,2023-12-20,North
3463,2023-05-19,North
3464,2023-09-30,North
3465,2023-04-09,South
3466,2023-09-09,North
3467,2023-12-04,North
3468,2023-04-14,West
3469,2023-08-02,North
3470,2023-09-06,West
3471,2023-06-01,West
3472,2023-09-07,West
3473,2023-10-02,South
3474,2023-06-14,South
3475,2023-12-07,East
3476,2023-01-08,East
3477,2023-10-11,West
3478,2023-01-05,South
3479,2023-05-25,North
3480,2023-04-11,East
3481,2023-06-13,South
3482,2023-05-27,North
3483,2023-03-05,North
3484,2023-04-01,South
3485,2023-04-27,East
3486,2023-12-20,South
3487,2023-09-24,East
3488,2023-11-06,West
3489,2023-06-22,South
3490,2023-02-16,South
3491,2023-05-20,East
3492,2023-09-03,East
3493,2023-05-29,South
