order_id,customer_id,order_date,revenue
13562,4702,2024-02-10,1438
13563,6215,2024-03-17,1744
13564,6739,2024-01-15,391
13565,8941,2024-01-27,1505
13566,4221,2024-02-09,1480
13567,8393,2024-01-22,1307
13568,2622,2024-02-22,1872
13569,5140,2024-02-09,1668
13570,722,2024-01-31,418
13571,1433,2024-03-15,463
13572,2321,2024-03-08,1917
13573,9969,2024-02-23,1530
13574,8142,2024-03-06,1362
13575,6432,2024-01-08,1345
13576,2918,2024-01-02,290
13577,3061,2024-03-17,1576
13578,8251,2024-02-18,1673
13579,5531,2024-03-29,767
13580,7000,2024-02-29,983
13581,9867,2024-01-16,393
13582,20,2024-02-01,516
13583,221,2024-01-09,689
13584,3772,2024-02-02,1425
13585,8616,2024-03-11,1329
13586,6179,2024-03-03,1389
13587,1343,2024-03-13,325
13588,1988,2024-02-01,632
13589,3844,2024-02-19,1008
13590,8072,2024-01-21,1281
13591,6981,2024-01-31,1750
13592,8420,2024-02-26,687
13593,874,2024-02-08,1415
13594,4767,2024-01-01,227
13595,8313,2024-02-15,606
13596,9435,2024-01-04,579
13597,5009,2024-03-06,495
13598,6058,2024-03-22,711
13599,5018,2024-02-21,788
13600,6687,2024-01-21,349
13601,1260,2024-01-23,873
13602,534,2024-03-26,1342
13603,2120,2024-01-11,1672
13604,2590,2024-02-07,1439
13605,3737,2024-02-23,1152
13606,1346,2024-03-09,1242
13607,9281,2024-03-30,525
13608,6003,2024-01-17,1464
13609,4404,2024-02-10,1237
13610,2769,2024-02-21,855
13611,3498,2024-02-25,1339
13612,1975,2024-02-17,244
13613,9246,2024-03-26,1671
13614,7743,2024-02-27,279
13615,7574,2024-01-25,1729
13616,2158,2024-02-09,318
13617,6542,2024-03-04,1492
13618,3343,2024-02-26,1036
13619,6675,2024-01-10,683
13620,37,2024-03-13,1727
13621,1372,2024-03-22,1054
13622,677,2024-02-22,414
13623,253,2024-03-11,995
13624,2232,2024-02-03,308
13625,761,2024-01-08,1779
13626,1781,2024-03-08,458
13627,7374,2024-02-15,1887
13628,2349,2024-01-05,614
13629,5408,2024-03-12,259
13630,7170,2024-03-11,1975
13631,3092,2024-03-23,1991
13632,5082,2024-02-04,722
13633,2305,2024-03-03,1094
13634,7891,2024-02-28,1249
13635,2141,2024-03-07,916
13636,5503,2024-03-15,689
13637,5847,2024-03-28,532
13638,7126,2024-01-16,278
13639,8813,2024-02-28,1965
13640,6944,2024-03-19,430
13641,7612,2024-02-06,1066
13642,6815,2024-02-23,1811
13643,8729,2024-02-19,685
13644,3479,2024-03-08,584
13645,59,2024-02-20,1355
13646,2294,2024-01-17,1687
13647,2485,2024-01-14,452
13648,938,2024-02-22,826
13649,2216,2024-03-14,1022
13650,8422,2024-01-14,453
13651,3985,2024-03-01,484
13652,3186,2024-03-17,1085
13653,5005,2024-01-16,941
13654,8088,2024-03-18,377
13655,5710,2024-02-12,1022
13656,7495,2024-02-21,1102
13657,1685,2024-03-29,1667
13658,8646,2024-02-03,259
13659,60,2024-03-18,415
13660,9610,2024-03-10,537
13661,8102,2024-03-18,1548
13662,7801,2024-01-10,1853
13663,3048,2024-01-07,1610
13664,1963,2024-01-13,804
13665,7247,2024-01-16,1843
13666,1795,2024-01-05,1290
13667,4715,2024-02-01,863
13668,8294,2024-01-22,1787
13669,7159,2024-03-23,835
13670,9774,2024-03-02,1690
13671,2426,2024-01-26,1525
13672,6671,2024-01-23,776
13673,1873,2024-03-29,1063
13674,4910,2024-01-07,951
13675,7977,2024-03-28,444
13676,23,2024-01-21,1334
13677,2508,2024-02-03,555
13678,5852,2024-03-20,1792
13679,4900,2024-02-11,561
13680,371,2024-02-27,1526
13681,8903,2024-01-03,828
13682,574,2024-02-25,1001
13683,7689,2024-03-23,1973
13684,8168,2024-03-01,1841
13685,3507,2024-01-26,247
13686,1462,2024-02-25,1349
13687,7929,2024-02-10,1688
13688,8433,2024-01-25,1163
13689,4657,2024-02-23,1930
13690,2327,2024-03-03,1182
13691,5180,2024-01-03,1494
13692,3930,2024-02-24,702
13693,860,2024-02-04,1630
13694,4238,2024-02-20,386
13695,6395,2024-03-16,373
13696,3944,2024-01-30,688
13697,1493,2024-01-01,1005
13698,6751,2024-02-11,1912
13699,6046,2024-03-02,422
13700,7853,2024-02-12,1514
13701,4781,2024-02-18,1494
13702,2105,2024-01-14,521
13703,5259,2024-01-07,1664
13704,1809,2024-02-03,1313
13705,1552,2024-03-15,1540
13706,4593,2024-02-24,1521
13707,3361,2024-01-06,915
13708,9605,2024-01-07,210
13709,1725,2024-02-15,1030
13710,9915,2024-01-31,1359
13711,3178,2024-02-06,687
13712,2866,2024-01-26,1871
13713,1776,2024-02-26,617
13714,784,2024-02-04,1744
13715,4440,2024-02-20,972
13716,6169,2024-03-26,1274
13717,6427,2024-02-03,1356
13718,4491,2024-01-04,919
13719,8412,2024-01-10,507
13720,1974,2024-02-22,593
13721,2196,2024-01-18,1382
13722,5086,2024-01-09,1488
13723,4738,2024-01-03,250
13724,5995,2024-01-27,428
13725,4115,2024-01-19,669
13726,2068,2024-01-23,1296
13727,8268,2024-01-20,849
13728,8562,2024-03-25,845
13729,340,2024-02-05,1240
13730,571,2024-01-05,1360
13731,9827,2024-01-15,1789
13732,8657,2024-03-04,825
13733,307,2024-02-15,698
13734,2163,2024-03-01,1993
13735,2656,2024-01-05,234
13736,6712,2024-03-23,1684
13737,8692,2024-03-03,400
13738,6095,2024-03-26,1236
13739,9319,2024-02-03,901
13740,1990,2024-01-21,1104
13741,1383,2024-03-11,1743
13742,5546,2024-03-03,1716
13743,5210,2024-03-19,902
13744,7431,2024-03-19,1832
13745,6118,2024-03-22,906
13746,5604,2024-01-05,704
13747,2541,2024-01-24,736
13748,82,2024-02-26,1796
13749,580,2024-01-07,777
13750,646,2024-02-03,1433
13751,6018,2024-01-10,1690
13752,1546,2024-01-17,558
13753,8426,2024-01-18,1272
13754,1156,2024-01-06,1185
13755,5365,2024-03-25,799
13756,8824,2024-03-20,1175
13757,7131,2024-01-30,336
13758,6701,2024-02-06,984
13759,5253,2024-02-04,597
13760,2302,2024-03-11,1142
13761,505,2024-02-05,218
13762,1946,2024-01-15,1933
13763,404,2024-03-19,720
13764,6731,2024-01-11,1291
13765,95,2024-03-19,1723
13766,6225,2024-03-30,964
13767,5852,2024-01-30,1196
13768,8610,2024-02-28,1164
13769,1797,2024-01-12,1241
13770,8458,2024-03-16,1634
13771,4168,2024-02-04,219
13772,6747,2024-02-21,1473
13773,6270,2024-02-19,590
13774,6093,2024-02-24,304
13775,6285,2024-02-06,379
13776,9865,2024-02-11,752
13777,2263,2024-01-04,860
13778,2489,2024-01-27,641
13779,7818,2024-03-08,865
13780,2387,2024-03-28,1136
13781,76,2024-01-01,1888
13782,39,2024-02-12,1854
13783,6462,2024-02-16,589
13784,5389,2024-01-14,1288
13785,8048,2024-02-01,602
13786,5597,2024-03-02,363
13787,1405,2024-02-08,515
13788,581,2024-03-24,248
13789,3330,2024-01-19,1019
13790,4117,2024-03-06,1872
13791,45,2024-02-16,1047
13792,7648,2024-03-22,1033
13793,2544,2024-03-19,1845
13794,2202,2024-02-28,740
13795,3937,2024-02-06,1436
13796,2710,2024-01-20,1156
13797,839,2024-02-20,1693
13798,9415,2024-02-29,915
13799,161,2024-03-23,964
13800,6599,2024-03-03,801
13801,2162,2024-03-20,1038
13802,5814,2024-02-12,1314
13803,1687,2024-01-31,490
13804,9616,2024-02-13,359
13805,4015,2024-03-17,624
13806,8266,2024-02-17,353
13807,6293,2024-03-16,1080
13808,2138,2024-02-18,380
13809,828,2024-01-19,1553
13810,3194,2024-03-30,1473
13811,1359,2024-03-14,857
13812,1193,2024-01-04,932
13813,2817,2024-03-30,1047
13814,4802,2024-03-25,1948
13815,2182,2024-02-23,1103
13816,5129,2024-02-18,1240
13817,9203,2024-03-05,1987
13818,8389,2024-02-12,482
13819,1820,2024-01-08,1301
13820,9896,2024-02-14,983
13821,8685,2024-03-23,1525
13822,1626,2024-01-31,1863
13823,5910,2024-01-09,1999
13824,1488,2024-02-22,1258
13825,2217,2024-02-07,1729
13826,4446,2024-02-04,1470
13827,7818,2024-02-01,832
13828,6985,2024-02-10,1718
13829,2347,2024-02-24,204
13830,856,2024-01-22,1719
13831,1117,2024-03-07,427
13832,3499,2024-01-04,1355
13833,4855,2024-02-14,1430
13834,2514,2024-02-01,1772
13835,8226,2024-03-06,1267
13836,1406,2024-02-02,714
13837,8049,2024-03-20,1664
13838,6070,2024-01-18,772
13839,279,2024-02-09,1118
13840,6237,2024-02-06,454
13841,1033,2024-03-23,1386
13842,4920,2024-02-20,1300
13843,5185,2024-02-18,1129
13844,1669,2024-02-02,632
13845,5825,2024-01-19,1612
13846,5580,2024-02-13,321
13847,6023,2024-02-06,1093
13848,3821,2024-01-07,1427
13849,2087,2024-02-09,1214
13850,8568,2024-01-08,1857
13851,5060,2024-03-29,1193
13852,9745,2024-03-26,790
13853,3664,2024-03-24,673
13854,9327,2024-02-13,1880
13855,1538,2024-03-29,1238
13856,6832,2024-02-16,1719
13857,1975,2024-03-01,237
13858,2676,2024-03-22,1075
13859,420,2024-02-12,802
13860,868,2024-03-30,520
13861,4128,2024-02-12,453
13862,1644,2024-03-26,1345
13863,24,2024-03-11,287
13864,2338,2024-03-22,1582
13865,8023,2024-01-19,1817
13866,1717,2024-01-15,1180
13867,5941,2024-01-21,827
13868,50,2024-01-25,897
13869,5226,2024-02-13,1991
13870,9980,2024-02-10,334
13871,5776,2024-02-06,1385
13872,3457,2024-01-09,985
13873,5305,2024-03-24,1944
13874,1926,2024-01-23,1080
13875,6883,2024-02-12,590
13876,4242,2024-01-13,997
13877,1993,2024-02-18,1143
13878,8796,2024-03-14,857
13879,9324,2024-03-28,416
13880,863,2024-02-04,1698
13881,8679,2024-01-12,340
13882,7442,2024-03-28,257
13883,97,2024-02-09,402
13884,8934,2024-01-06,1972
13885,959,2024-03-08,201
13886,3482,2024-02-29,530
13887,7932,2024-03-14,374
13888,5694,2024-03-18,1718
13889,2285,2024-03-19,886
13890,7858,2024-02-28,1585
13891,978,2024-02-22,621
13892,8335,2024-03-20,282
13893,4224,2024-03-30,1893
13894,1084,2024-01-02,771
13895,5567,2024-03-06,675
13896,6682,2024-01-15,504
13897,7676,2024-01-05,1214
13898,3608,2024-01-20,1820
13899,510,2024-01-20,1800
13900,5504,2024-02-07,1321
13901,7611,2024-01-31,1839
13902,7638,2024-03-17,1424
13903,249,2024-03-04,524
13904,7600,2024-03-03,280
13905,7343,2024-03-09,1181
13906,3082,2024-01-30,634
13907,117,2024-01-07,504
13908,6099,2024-01-14,1327
13909,2465,2024-02-13,1096
13910,1522,2024-02-26,310
13911,6100,2024-02-09,1589
13912,5924,2024-02-22,1433
13913,4993,2024-03-23,466
13914,7502,2024-03-08,1765
13915,5050,2024-02-11,1420
13916,5951,2024-02-01,1225
13917,69,2024-01-27,609
13918,5664,2024-01-05,843
13919,5047,2024-03-12,601
13920,1809,2024-03-08,671
13921,1931,2024-02-24,1066
13922,7780,2024-02-02,1550
13923,2677,2024-01-25,769
13924,3572,2024-03-12,302
13925,8232,2024-02-20,541
13926,3069,2024-01-17,241
13927,8410,2024-03-25,340
13928,5084,2024-01-11,809
13929,8130,2024-01-23,1915
13930,5431,2024-01-22,1134
13931,3319,2024-03-06,1271
13932,5904,2024-03-10,680
13933,340,2024-03-08,1747
13934,1592,2024-01-09,929
13935,7844,2024-02-01,212
13936,9773,2024-02-11,1384
13937,6276,2024-01-16,1857
13938,2606,2024-03-20,1838
13939,1848,2024-02-09,829
13940,7208,2024-02-24,555
13941,8771,2024-03-16,1970
13942,1137,2024-02-27,306
13943,7276,2024-01-28,1513
13944,234,2024-02-08,366
13945,4072,2024-03-02,523
13946,4560,2024-03-05,1208
13947,7962,2024-03-09,1182
13948,259,2024-01-01,1482
13949,4975,2024-02-22,1953
13950,1384,2024-02-29,824
13951,7059,2024-02-23,808
13952,442,2024-01-15,1612
13953,7040,2024-03-27,1750
13954,7287,2024-02-06,1749
13955,2962,2024-03-27,967
13956,4777,2024-02-15,833
13957,3493,2024-03-08,1809
13958,4866,2024-03-04,1560
13959,9889,2024-03-23,1483
13960,1399,2024-03-06,1789
13961,4723,2024-02-11,933
13962,6277,2024-02-10,669
13963,6749,2024-03-08,1086
13964,3402,2024-01-01,1710
13965,2552,2024-02-06,1322
13966,744,2024-03-10,1248
13967,7357,2024-02-07,1583
13968,3487,2024-02-26,1997
13969,6972,2024-01-15,1695
13970,5317,2024-02-07,892
13971,2415,2024-01-04,852
13972,7548,2024-01-07,1712
13973,4236,2024-01-01,1502
13974,8247,2024-02-14,1031
13975,4840,2024-02-11,1845
13976,6823,2024-01-12,1915
13977,1140,2024-02-01,484
13978,9194,2024-01-24,990
13979,4106,2024-02-23,1503
13980,4617,2024-01-12,1105
13981,1703,2024-03-20,1073
13982,1666,2024-02-10,458
13983,2112,2024-01-23,1560
13984,4383,2024-01-25,1053
13985,3424,2024-03-06,1938
13986,1057,2024-03-24,363
13987,5562,2024-02-12,1808
13988,8329,2024-02-15,1442
13989,8900,2024-02-29,976
13990,3023,2024-01-27,1064
13991,7326,2024-01-29,951
13992,2084,2024-03-08,713
13993,7625,2024-02-02,1548
13994,7167,2024-01-14,974
13995,140,2024-01-30,1024
13996,9193,2024-02-09,1734
13997,7559,2024-01-06,1506
13998,5936,2024-01-22,751
13999,6916,2024-03-02,1602
14000,3720,2024-02-09,1062
14001,4653,2024-03-04,716
14002,7993,2024-02-25,731
14003,642,2024-01-14,312
14004,7654,2024-02-01,1669
14005,3876,2024-02-14,552
14006,8835,2024-02-11,1557
14007,9915,2024-01-21,346
14008,5192,2024-01-29,751
14009,5630,2024-02-21,1859
14010,6201,2024-03-12,675
14011,8080,2024-01-08,1516
14012,9812,2024-01-12,690
14013,70,2024-02-08,1665
14014,1916,2024-02-17,1385
14015,9740,2024-01-12,310
14016,6440,2024-03-15,901
14017,4297,2024-03-25,1121
14018,4194,2024-01-18,1763
14019,6179,2024-02-16,1064
14020,8202,2024-03-20,1080
14021,4714,2024-02-22,934
14022,2934,2024-03-14,1865
14023,117,2024-03-01,310
14024,4176,2024-03-24,437
14025,6629,2024-03-19,536
14026,6798,2024-02-15,448
14027,4653,2024-03-12,226
14028,2326,2024-01-11,1988
14029,4373,2024-02-04,1023
14030,276,2024-03-28,732
14031,6577,2024-01-04,1045
14032,32,2024-02-29,706
14033,852,2024-01-06,1494
14034,7721,2024-03-16,492
14035,72,2024-03-05,733
14036,9329,2024-03-14,222
14037,1832,2024-02-25,564
14038,2176,2024-01-02,1859
14039,9657,2024-01-11,591
14040,7825,2024-01-16,566
14041,2505,2024-03-16,205
14042,9091,2024-01-21,1980
14043,7859,2024-02-19,965
14044,1153,2024-02-23,1405
14045,5891,2024-02-29,324
14046,3729,2024-03-11,1603
14047,2861,2024-01-24,1935
14048,4482,2024-03-13,358
14049,8034,2024-03-25,219
14050,4371,2024-01-23,1356
14051,1750,2024-02-23,1007
14052,4059,2024-01-08,605
14053,8697,2024-01-13,549
14054,5774,2024-03-12,394
14055,1325,2024-01-08,1217
14056,6234,2024-01-12,1281
14057,6461,2024-01-18,731
14058,4487,2024-03-26,1932
14059,7173,2024-02-20,1522
14060,6347,2024-01-14,1753
14061,806,2024-03-11,1261
14062,2817,2024-01-02,1802
14063,6232,2024-01-26,1126
14064,9380,2024-03-26,1325
14065,6948,2024-03-01,1810
14066,5113,2024-01-31,372
14067,6938,2024-01-16,1801
14068,7892,2024-03-16,381
14069,5430,2024-01-22,299
14070,6393,2024-02-11,1200
14071,5933,2024-03-18,1559
14072,3906,2024-02-06,877
14073,818,2024-02-14,623
14074,6015,2024-02-03,709
14075,7085,2024-02-10,699
14076,2388,2024-02-05,787
14077,5295,2024-02-28,538
14078,323,2024-03-08,354
14079,8998,2024-01-14,1014
14080,4226,2024-02-14,1682
14081,3457,2024-01-13,476
14082,7429,2024-01-11,1098
14083,7566,2024-01-01,1961
14084,9546,2024-02-19,1773
14085,5410,2024-02-27,206
14086,159,2024-01-27,890
14087,2266,2024-01-06,1855
14088,9703,2024-03-10,1857
14089,9572,2024-03-12,844
14090,3230,2024-03-08,756
14091,228,2024-01-11,415
14092,9624,2024-01-14,1108
14093,1594,2024-02-09,992
14094,1449,2024-01-16,1766
14095,199,2024-03-11,560
14096,1871,2024-02-11,380
14097,5257,2024-01-25,1560
14098,3706,2024-03-07,1303
14099,1017,2024-01-16,471
14100,6817,2024-01-22,1574
14101,8934,2024-02-11,469
14102,9157,2024-02-18,1911
14103,8964,2024-01-21,810
14104,7946,2024-03-04,1744
14105,5040,2024-01-22,1484
14106,7433,2024-02-04,1871
14107,8105,2024-02-25,1224
14108,3475,2024-02-25,737
14109,7311,2024-02-17,1268
14110,4881,2024-02-11,1757
14111,2578,2024-01-22,367
14112,4218,2024-03-27,1092
14113,7898,2024-02-29,1897
14114,290,2024-02-28,1270
14115,536,2024-01-14,497
14116,9402,2024-03-10,1360
14117,8339,2024-01-12,356
14118,8680,2024-01-23,1510
14119,6195,2024-03-05,759
14120,2817,2024-03-25,422
14121,883,2024-03-14,721
14122,2825,2024-03-27,900
14123,4453,2024-02-21,1896
14124,1163,2024-01-31,1605
14125,3440,2024-01-20,1793
14126,3673,2024-02-19,1547
14127,9332,2024-01-30,1289
14128,1798,2024-02-19,1852
14129,7154,2024-02-08,1453
14130,2435,2024-01-13,375
14131,5945,2024-02-01,878
14132,7940,2024-02-26,427
14133,1343,2024-03-27,365
14134,6571,2024-02-11,1948
14135,400,2024-03-16,1477
14136,8374,2024-03-23,1462
14137,1075,2024-03-04,1814
14138,4590,2024-01-01,557
14139,8968,2024-02-20,1678
14140,2820,2024-03-22,1754
14141,7594,2024-03-06,542
14142,9434,2024-01-12,823
14143,8255,2024-03-08,1983
14144,5716,2024-03-07,875
14145,7423,2024-02-17,880
14146,389,2024-03-12,265
14147,6709,2024-02-17,1239
14148,8997,2024-02-24,1041
14149,2986,2024-03-05,1472
14150,4631,2024-01-04,632
14151,4992,2024-01-08,1116
14152,6223,2024-01-29,810
14153,5442,2024-01-03,446
14154,2618,2024-02-08,1389
14155,5957,2024-03-03,564
14156,7556,2024-01-18,914
14157,139,2024-01-01,1979
14158,9053,2024-02-20,639
14159,5985,2024-01-13,1483
14160,8187,2024-01-01,1778
14161,6106,2024-02-03,445
14162,3870,2024-03-10,1672
14163,8674,2024-01-25,1585
14164,8274,2024-01-19,1967
14165,1621,2024-03-23,1813
14166,2124,2024-03-11,1617
14167,3853,2024-03-03,441
14168,4776,2024-02-23,1514
14169,2020,2024-02-21,1240
14170,2415,2024-01-16,1313
14171,2156,2024-02-19,1944
14172,2144,2024-01-03,1251
14173,2952,2024-03-23,944
14174,7968,2024-03-18,891
14175,1864,2024-02-27,1388
14176,492,2024-03-05,914
14177,9722,2024-02-21,565
14178,6979,2024-03-22,448
14179,1489,2024-03-19,252
14180,8336,2024-03-22,355
14181,6017,2024-02-04,788
14182,7890,2024-02-28,1511
14183,1428,2024-02-09,1289
14184,3537,2024-03-30,696
14185,8556,2024-02-09,1284
14186,6266,2024-02-25,564
14187,9977,2024-02-05,1963
14188,7739,2024-03-10,1380
14189,3234,2024-02-28,1803
14190,5253,2024-03-06,585
14191,8152,2024-01-02,1459
14192,8117,2024-02-26,1249
14193,3731,2024-02-29,654
14194,2945,2024-03-11,1573
14195,3734,2024-02-21,865
14196,664,2024-02-16,944
14197,1024,2024-03-28,1140
14198,3218,2024-02-23,452
14199,1956,2024-02-03,533
14200,229,2024-01-26,394
14201,2990,2024-03-14,1005
14202,3600,2024-01-05,694
14203,3151,2024-02-26,1289
14204,5307,2024-03-25,850
14205,1834,2024-02-07,311
14206,5010,2024-01-31,1277
14207,129,2024-02-27,816
14208,4643,2024-01-16,318
14209,3477,2024-02-07,1576
14210,3393,2024-01-08,522
14211,1417,2024-02-17,1248
14212,7659,2024-01-04,1999
14213,8808,2024-02-01,460
14214,9323,2024-01-30,1524
14215,5356,2024-02-22,1499
14216,8013,2024-03-29,1155
14217,2665,2024-03-25,958
14218,8496,2024-01-08,551
14219,8651,2024-02-05,752
14220,7909,2024-03-13,410
14221,5566,2024-02-04,1238
14222,6390,2024-03-24,1594
14223,3554,2024-02-26,1196
14224,3325,2024-02-15,275
14225,2045,2024-01-30,1158
14226,5646,2024-02-02,1765
14227,6875,2024-02-04,667
14228,4754,2024-01-03,1628
14229,5589,2024-02-02,224
14230,4828,2024-01-02,235
14231,9202,2024-02-15,1264
14232,5288,2024-02-04,782
14233,7937,2024-01-14,1706
14234,759,2024-03-11,1073
14235,7959,2024-03-07,537
14236,7490,2024-01-23,926
14237,5607,2024-01-25,1979
14238,2413,2024-01-27,1448
14239,24,2024-02-13,746
14240,1875,2024-02-23,1251
14241,8429,2024-03-21,1851
14242,7214,2024-01-24,307
14243,7532,2024-01-27,1452
14244,2255,2024-03-28,1876
14245,9171,2024-01-22,1720
14246,3383,2024-01-26,690
14247,5619,2024-03-28,732
14248,3175,2024-03-20,1488
14249,6487,2024-03-03,200
14250,7369,2024-01-15,1083
14251,9249,2024-03-28,1760
14252,2144,2024-02-16,432
14253,1475,2024-03-03,1985
14254,4623,2024-01-20,1735
14255,4926,2024-01-21,1307
14256,6832,2024-03-09,1904
14257,6311,2024-02-17,593
14258,9931,2024-01-11,1897
14259,1955,2024-02-26,527
14260,8807,2024-02-10,1747
14261,9586,2024-01-08,608
14262,3120,2024-01-17,356
14263,1942,2024-03-11,682
14264,8937,2024-02-02,714
14265,5949,2024-03-26,1775
14266,7247,2024-01-10,1230
14267,2426,2024-01-05,758
14268,3418,2024-01-09,249
14269,7622,2024-01-06,329
14270,4542,2024-03-22,1047
14271,6067,2024-03-17,1857
14272,1089,2024-01-12,792
14273,1635,2024-02-10,1499
14274,4865,2024-03-10,211
14275,5445,2024-01-19,334
14276,5049,2024-01-13,1304
14277,9652,2024-01-03,1390
14278,5598,2024-03-28,424
14279,1614,2024-03-21,774
14280,6130,2024-03-13,1381
14281,9970,2024-02-05,1846
14282,5488,2024-03-25,1867
14283,9560,2024-01-25,1197
14284,700,2024-01-10,1481
14285,12,2024-01-06,1979
14286,4460,2024-03-26,943
14287,5872,2024-03-04,866
14288,4226,2024-02-01,1208
14289,5452,2024-01-04,1836
14290,7478,2024-03-11,1121
14291,4980,2024-02-12,1834
14292,5065,2024-02-22,1373
14293,5164,2024-01-10,1286
14294,8403,2024-03-30,220
14295,8678,2024-02-25,1021
14296,3342,2024-01-13,1669
14297,2563,2024-03-03,1310
14298,6315,2024-03-01,776
14299,135,2024-01-12,920
14300,6033,2024-03-03,561
14301,9873,2024-02-13,556
14302,4963,2024-03-25,792
14303,786,2024-01-04,1201
14304,6766,2024-01-01,1830
14305,1419,2024-03-18,1644
14306,359,2024-01-11,997
14307,4387,2024-03-16,1394
14308,7103,2024-01-18,1741
14309,6647,2024-02-25,548
14310,5201,2024-02-19,1438
14311,6658,2024-01-24,1078
14312,9155,2024-02-19,1510
14313,8765,2024-02-25,723
14314,6219,2024-02-11,1964
14315,4303,2024-01-14,239
14316,9086,2024-02-25,1373
14317,7749,2024-01-15,286
14318,5037,2024-01-07,212
14319,9770,2024-03-04,557
14320,4962,2024-03-25,520
14321,9868,2024-02-12,599
14322,5791,2024-02-14,1855
14323,674,2024-01-29,1936
14324,5911,2024-03-13,1778
14325,4687,2024-02-10,1906
14326,1753,2024-02-08,895
14327,5616,2024-01-30,1027
14328,6916,2024-01-15,1326
14329,7427,2024-01-22,833
14330,1503,2024-02-07,1683
14331,1962,2024-02-12,1485
14332,4203,2024-03-29,911
14333,6125,2024-01-25,312
14334,7504,2024-02-27,1831
14335,4820,2024-01-13,1253
14336,6938,2024-03-15,361
14337,2493,2024-01-24,1184
14338,539,2024-03-21,1173
14339,2857,2024-01-21,1331
14340,1105,2024-03-21,1637
14341,7979,2024-03-24,1387
14342,2776,2024-01-29,419
14343,7801,2024-03-24,997
14344,6858,2024-02-29,1732
14345,8366,2024-01-18,1783
14346,2177,2024-01-09,477
14347,7509,2024-03-28,737
14348,2304,2024-02-08,284
14349,462,2024-01-20,1200
14350,3269,2024-03-17,1901
14351,1130,2024-01-08,772
14352,6224,2024-03-13,610
14353,6432,2024-02-13,804
14354,2526,2024-02-13,747
14355,6767,2024-01-20,409
14356,5664,2024-03-01,669
14357,6321,2024-01-18,1531
14358,119,2024-02-09,1499
14359,1701,2024-02-19,480
14360,7595,2024-03-05,859
14361,3407,2024-01-27,813
14362,4633,2024-02-16,558
14363,2735,2024-02-13,431
14364,101,2024-01-09,927
14365,537,2024-01-08,1511
14366,9859,2024-01-27,1248
14367,4942,2024-01-13,322
14368,5196,2024-02-11,1611
14369,280,2024-03-03,705
14370,771,2024-02-16,1711
14371,9148,2024-01-26,441
14372,6980,2024-01-18,1727
14373,258,2024-02-15,787
14374,1854,2024-03-22,979
14375,3742,2024-03-11,499
14376,229,2024-01-27,323
14377,2273,2024-01-17,1133
14378,2393,2024-03-09,1984
14379,8192,2024-01-29,256
14380,1452,2024-03-15,1711
14381,9042,2024-01-09,307
14382,8008,2024-02-22,1499
14383,6481,2024-01-12,763
14384,4107,2024-01-07,423
14385,7080,2024-03-04,868
14386,3317,2024-02-17,1033
14387,3490,2024-03-25,570
14388,1498,2024-02-13,1380
14389,2411,2024-01-30,880
14390,6682,2024-01-18,651
14391,4586,2024-03-26,1591
14392,8737,2024-01-14,588
14393,9124,2024-01-30,1991
14394,9043,2024-01-04,882
14395,1249,2024-02-09,924
14396,3851,2024-02-01,787
14397,8617,2024-02-08,579
14398,5219,2024-02-02,1665
14399,178,2024-03-17,407
14400,8682,2024-01-10,1111
14401,6901,2024-03-23,1521
14402,9961,2024-02-17,329
14403,4897,2024-01-16,305
14404,2539,2024-03-04,1547
14405,4395,2024-01-12,568
14406,1624,2024-01-07,1386
14407,4856,2024-01-22,1763
14408,8320,2024-02-24,229
14409,2574,2024-01-23,490
14410,5654,2024-01-07,1445
14411,8436,2024-01-23,520
14412,2378,2024-01-14,1152
14413,8218,2024-01-10,295
14414,1651,2024-03-19,818
14415,8269,2024-02-18,1896
14416,218,2024-03-16,893
14417,6196,2024-01-07,1574
14418,6788,2024-01-05,1496
14419,6639,2024-03-19,449
14420,1818,2024-03-15,551
14421,5474,2024-01-01,662
14422,22,2024-03-17,629
14423,3306,2024-01-10,613
14424,4893,2024-01-26,645
14425,3483,2024-01-16,790
14426,1616,2024-01-30,1640
14427,3535,2024-02-20,1624
14428,6352,2024-02-26,990
14429,2913,2024-03-07,631
14430,5372,2024-01-17,926
14431,8804,2024-02-11,1352
14432,7732,2024-03-17,588
14433,768,2024-01-24,1297
14434,3676,2024-01-07,1903
14435,5433,2024-01-27,482
14436,3753,2024-03-15,1776
14437,2184,2024-03-17,276
14438,154,2024-03-08,1456
14439,5583,2024-03-17,758
14440,2156,2024-01-21,1022
14441,5166,2024-01-02,392
14442,1107,2024-03-22,1935
14443,1940,2024-01-10,1729
14444,2480,2024-02-17,1049
14445,9509,2024-02-13,1888
14446,5005,2024-03-18,224
14447,6064,2024-01-22,1193
14448,6042,2024-03-24,1522
14449,1109,2024-03-16,1350
14450,1239,2024-01-10,831
14451,2446,2024-03-12,204
14452,450,2024-02-19,790
14453,5880,2024-02-09,685
14454,4617,2024-03-28,1760
14455,7201,2024-01-07,1514
14456,180,2024-03-29,1248
14457,5580,2024-01-15,1025
14458,4867,2024-03-14,1919
14459,9949,2024-01-10,1309
14460,3097,2024-02-07,1104
14461,7454,2024-02-13,1976
14462,4383,2024-01-19,1646
14463,8974,2024-03-21,849
14464,4453,2024-03-26,1298
14465,3455,2024-02-16,1640
14466,2675,2024-03-11,1784
14467,2415,2024-01-24,388
